C Lombardia Silver Girone C classifica marcatori in base ai  punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm,P.S.,P.G,Media
170,Orlandelli Filippo,Gruppo Torrazzo Cremona,G,1999,187,34,16,"2,13"
171,Zucchetti Giovanni,Bellini Virtus Gorle,A,1995,200,34,27,"1,26"
172,Ferrari Federico,Pallacanestro Gardonese,G,1996,188,33,11,"3,00"
173,Andreoli Nicola,BK Lions Del Chiese,A,1997,190,32,11,"2,91"
174,Pizzul Paolo,CSA Agrate Brianza,A,1996,190,30,13,"2,31"
175,Danelli Lorenzo,Fortitudo Busnago,P/G,1997,181,29,19,"1,53"
176,Carzaniga Matteo,Di.Po. Vimercate,P,1996,179,28,27,"1,04"
177,Scieghi Nicolò,Pallacanestro Gardonese,G/A,1997,190,24,16,"1,50"
178,Morello Lorenzo,Gruppo Torrazzo Cremona,A,1999,185,24,17,"1,41"
179,Giacomassi Matteo,Gruppo Torrazzo Cremona,G,1997,185,22,7,"3,14"
180,Coletti Daniele,Bellini Virtus Gorle,A,1994,191,20,17,"1,18"
181,Antoniazzi,Gruppo Torrazzo Cremona,x,xxxx,xxx,19,10,"1,90"
182,Sala Tommaso,Fortitudo Busnago,A,1979,190,19,17,"1,12"
183,Beccagutti Davide,Pallacanestro Gardonese,P,1997,178,17,10,"1,70"
184,Angeloni Fabio,Bellini Virtus Gorle,P,1997,175,17,21,"0,81"
185,Alajmo Leonardo,Di.Po. Vimercate,A,1995,192,16,7,"2,29"
186,Chiari Stefano,New Basket Prevalle,,,,15,13,"1,15"
187,Ravasi Mattia,U.S.S.A. Nova,G/A,1998,185,15,16,"0,94"
188,Ghezzi Simone,CSA Agrate Brianza,G,1996,185,14,9,"1,56"
189,Chiari Francesco,CSA Agrate Brianza,A,1988,196,13,4,"3,25"
190,Dassi Alberto,Gagà Mi Pol. Varedo,P,1996,180,13,13,"1,00"
191,Alberghina,XXL Bergamo,,,,12,3,"4,00"
192,Bertoni Luca,Virtus Brescia,G/A,1997,185,12,9,"1,33"
193,Bertoldi Giordano,New Basket Prevalle,G,1995,185,11,12,"0,92"
194,Galati Francesco,Fortitudo Busnago,G,1997,183,9,10,"0,90"
195,Banfi Giacomo,Di.Po. Vimercate,G,1994,185,9,14,"0,64"
196,Preti Daniele,Sas Verolanuova,P,1997,183,9,14,"0,64"
197,Brunelli,BK Lions Del Chiese,xxx,xxxx,xxx,8,1,"8,00"
198,Grazioli Francesco,XXL Bergamo,P,1997,189,8,3,"2,67"
199,Patroni Gioiele,Remer Bluorobica Bergamo,G,1999,183,8,4,"2,00"
200,Gadda Axel,Fortitudo Busnago,P,1997,180,8,4,"2,00"
201,Boschetti,BK Lions Del Chiese,XX,xxxx,xxx,8,9,"0,89"
202,Lui Riccardo,BK Lions Del Chiese,P,1998,xxx,8,12,"0,67"
203,Olivieri Michele,New Basket Prevalle,C,1995,198,8,15,"0,53"
204,Leuca,Virtus Brescia,,,,7,6,"1,17"
,,,,,,,,
C Lombardia Silver Girone C classifica marcatori in base alla  media giornate punti segnati
n°,Giocatore,Squadra,Ruolo,Anno,Cm,P.S.,P.G,Media
1,Chahab Matias,New Basket Prevalle,G/A,1980,193,315,14,"22,50"
2,Benassi Andrea,Seriana Basket,G/A,1982,201,438,24,"18,25"
3,Speronello Davide,Virtus Brescia,G/A,1995,193,269,17,"15,82"
4,Comerio Alessandro,Seriana Basket,P/G,1993,187,382,26,"14,69"
5,Carrera Alessandro,Romano BK Lombardo,P,1987,183,387,27,"14,33"
6,Borghi Gianluca,CSA Agrate Brianza,A,1982,195,393,30,"13,10"
7,Bolis Alessio,Virtus Brescia,P/G,1997,188,353,27,"13,07"
8,Corona Cristian,BK Lions Del Chiese,c,xxxx,195,339,26,"13,04"
9,Arduino,Gagà Mi Pol. Varedo,,,,206,16,"12,88"
10,Pozzi Dario,CSA Agrate Brianza,P/G,1986,184,334,26,"12,85"
11,Mezzanotte Andrea,Remer Bluorobica Bergamo,A,1998,206,372,29,"12,83"
12,Salvini Alessandro,Sas Verolanuova,G,1984,185,153,12,"12,75"
13,Vandi,U.S.S.A. Nova,xx,xxxx,xxx,216,17,"12,71"
14,Veronesi Giovanni,Remer Bluorobica Bergamo,G/A,1998,190,323,26,"12,42"
15,Lanfredi Stefano,New Basket Prevalle,P,1986,182,371,30,"12,37"
16,Coppi Carlo,Pallacanestro Gardonese,C,1981,201,342,28,"12,21"
17,Montagnosi Luca,XXL Bergamo,P,1988,182,354,29,"12,21"
18,Buzzini Roberto,Fortitudo Busnago,P,1995,175,337,28,"12,04"
19,Crepaz Matteo,Sas Verolanuova,G,1989,180,324,27,"12,00"
20,Villa Gabriele,CSA Agrate Brianza,C,1984,200,95,8,"11,88"
,,,,,,,,
